Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Acorde: Dulce (product.metafields.custom.acorde_dulce),c_f.product_card_marquee (product.metafields.custom.c_f_product_card_marquee),Género (product.metafields.custom.genero),Notas de salida (product.metafields.custom.notas_de_salida),Tamaño (product.metafields.custom.tamano),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Número de calificaciones del producto (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Ocasión (product.metafields.shopify.occasion),Aroma (product.metafields.shopify.scent),Estación (product.metafields.shopify.season),Sexo objetivo (product.metafields.shopify.target-gender),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
al-areeq-silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/AlAreeqSilver_Lattafapride-2.png?v=1759965190,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pisa,Pisa Lattafa Pride EDP | Perfume Cítrico Amaderado para Hombre,"<h3><b>Pisa: La Esencia de la Frescura Mediterránea con Alma Árabe</b></h3>
<p>Descubre <b>Pisa</b> de Lattafa Pride (parte de la colección Niche Emarati), un Eau de Parfum diseñado para el hombre que proyecta <b>frescura, sofisticación y determinación</b>. Inspirado en la elegancia atemporal de las fragancias cítricas de alta gama, Pisa es un híbrido olfativo que combina la luminosidad italiana con la profundidad de las maderas orientales. Es el aroma perfecto para el líder natural, para quien cada día es una oportunidad de proyectar una imagen pulcra y energizante, tanto en la oficina como en un encuentro casual.</p>
<p><b>La personalidad de este perfume:</b> Es vibrante y limpio, como un día soleado de primavera. Irradia confianza con una estela fresca que nunca resulta abrumadora, ideal para dejar una impresión de vigor y buen gusto.</p>
<h3><b>Pirámide Olfativa Sensorial</b></h3>
<p><b>Notas de Salida: El Chispeante Despertar</b> Pisa se abre con una explosión de energía pura y cítrica que simula un refrescante cóctel de verano. La <b>Mandarina</b> jugosa, el <b>Limón</b> chispeante (lima ácida) y la <b>Bergamota</b> aromática se unen para crear una salida <b>luminosa y punzante</b>. Esta frescura inicial es vitalizante, preparando los sentidos para un viaje olfativo lleno de claridad.</p>
<p><b>Nota de Corazón: El Núcleo Sólido</b> A medida que la vibración inicial se calma, emerge la única y poderosa nota de corazón: el <b>Cedro</b>. El aroma amaderado, seco y ligeramente balsámico del Cedro proporciona una <b>estructura sólida y una masculinidad definida</b> al perfume. Actúa como el puente que ancla la ligereza cítrica a la calidez de la base, añadiendo sobriedad y un toque limpio y amaderado.</p>
<p><b>Notas de Fondo: El Calor Sofisticado</b> La base es minimalista pero sumamente efectiva, aportando la duración y la calidez necesarias. El cremoso <b>Sándalo</b> suaviza el perfume, aportando un toque sedoso y elegante. Finalmente, el <b>Ámbar</b> envuelve la composición con un velo cálido, ligeramente resinoso y dulce, asegurando una <b>estela refinada</b> que permanece en la piel, manteniendo la frescura sin perder profundidad.</p>
<h3><b>Rendimiento y Ocasión de Uso</b></h3>
<ul>
<li>
<p><b>Longevidad (Duración):</b> Gracias a su concentración Eau de Parfum y su base ambarada/amaderada, Pisa ofrece una duración notable. Se estima que dura entre <b>6 a 8 horas en piel</b>, asegurando que su aroma te acompañe durante la jornada laboral o un evento social prolongado.</p>
</li>
<li>
<p><b>Proyección:</b> Presenta una proyección moderada a alta. Crea una ""burbuja"" aromática atractiva sin ser invasiva, ideal para entornos profesionales o reuniones cercanas.</p>
</li>
<li>
<p><b>Ideal para:</b> Su carácter cítrico y fresco lo convierte en la elección perfecta para <b>días calurosos</b>, <b>primavera</b> y <b>verano</b>. Es altamente versátil, apto para <b>uso diario</b>, la oficina, actividades al aire libre y ocasiones donde la elegancia fresca es primordial.</p>
</li>
</ul>
<blockquote>
<p><b>¡Define tu Estilo con Pisa!</b> No esperes más para experimentar esta fragancia fresca, sofisticada y de excelente rendimiento. <b>Añade Pisa de Lattafa a tu rutina de frescura y proyecta éxito desde el primer spray.</b></p>
</blockquote>",Nur Aromas,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"",Lattafa,true,Tamaño,100 ml,,,,,,,,,0.0,shopify,10,deny,manual,69.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0943/7819/7376/files/pisaLattafanicheemirati-1.png?v=1759964996,1,"",false,,"Pisa de Lattafa: Vibrante aroma cítrico (limón, mandarina) y elegante cedro. Frescura sofisticada para el hombre moderno. ¡Perfecto para verano!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/pisaLattafanicheemirati-2.png?v=1759964996,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-collection-dantiquites-1910,La Collection D'antiquités 1910 Lattafa | Floral Frutal Gourmand,"<h3><b>Viaje Olfativo a una Época de Esplendor</b></h3>
<p>Sumérgete en el refinamiento y la nostalgia con <b>La Collection D'antiquités 1910</b> de Lattafa Pride, una fragancia que trasciende el tiempo, capturando la esencia de una elegancia <i>vintage</i> con un toque moderno y cautivador. Este Eau de Parfum es una pieza de colección en sí misma, diseñada para el alma sofisticada que aprecia la riqueza de la historia y el arte. Su composición Floral Frutal Gourmand es audaz y cálida, creando una estela inolvidable que invita a la curiosidad.</p>
<p><b>La personalidad de este perfume:</b> Es la esencia de un recuerdo cálido y dulce, una presencia sutilmente dominante que irradia confianza y un aire misterioso. Es un aroma que te acompaña con una dulzura envolvente, perfecta para aquellos que desean dejar una impresión duradera de calidez y clase.</p>
<h3><b>Pirámide Olfativa Sensorial</b></h3>
<p><b>Notas de Salida: El Brillo Inicial</b> La fragancia se abre con una explosión brillante y jugosa, una sinfonía frutal y floral que despierta los sentidos. La inconfundible elegancia de la <b>Rosa</b> se entrelaza con la dulzura fresca y crujiente de la <b>Manzana</b>. A esta danza se suma la <b>Davana</b>, que aporta un matiz aromático único, a menudo descrito como un toque licoroso y afrutado, similar a la ciruela, dando profundidad al arranque.</p>
<p><b>Notas de Corazón: El Corazón Aterciopelado</b> En el núcleo, la composición se asienta en una sofisticación cremosa y amaderada. El <b>Osmanto</b> (u olivo oloroso) emerge, regalando un aroma floral-frutal sensual que evoca la piel suave del melocotón o albaricoque. Este acorde aterciopelado se fusiona con la robustez limpia y seca del <b>Cedro</b>, creando un corazón equilibrado y envolvente que es a la vez reconfortante y elegante.</p>
<p><b>Notas de Fondo: La Estela Duradera</b> El secado es el abrazo cálido y goloso que define su estela. La cremosa <b>Vainilla</b> se une al adictivo <b>Haba Tonka</b>, que proyecta un dulzor almendrado con toques de caramelo. Finalmente, el <b>Pachulí</b> ancla la fragancia con una nota terrosa y ligeramente especiada, asegurando una sensualidad profunda y una permanencia excepcional en la piel.</p>
<h3><b>Rendimiento y Ocasión de Uso</b></h3>
<ul>
<li>
<p><b>Longevidad (Duración):</b> Este Eau de Parfum destaca por su notable longevidad, con una duración estimada de <b>7 a 8 horas en piel</b>, y a menudo más en la ropa, lo que te permite disfrutar de su evolución a lo largo de toda una jornada.</p>
</li>
<li>
<p><b>Proyección:</b> Su proyección es notable durante las primeras horas, creando una burbuja aromática perceptible y atractiva, pero sin ser abrumadora.</p>
</li>
<li>
<p><b>Ideal para:</b> Su calidez floral, frutal y gourmand lo hace versátil, pero es especialmente adecuado para <b>climas frescos</b> y <b>transiciones estacionales</b>. Es la elección perfecta para <b>tardes y noches</b> elegantes, citas, eventos sociales o cualquier ocasión donde desees proyectar un aire de distinción y confort.</p>
</li>
</ul>
<blockquote>
<p><b>¡Captura esta Obra Maestra Aromática!</b> </p>
<p>La Collection D'antiquités 1910 no es solo un perfume, es una declaración. Haz que cada momento cuente con esta fragancia sensual, duradera y excepcionalmente elaborada. <b>Añade esta antigüedad moderna a tu colección hoy mismo.</b></p>
</blockquote>",Nur Aromas,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"",Lattafa,true,Tamaño,100 ml,,,,,,,,,0.0,shopify,6,deny,manual,39.20,,true,true,100.0,ml,1,ml,'6290360591957,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/LaCollectionD_antiquites1910_Lattafapride-1.png?v=1759964470,1,"",false,,"Colección D'antiquités 1910 Lattafa: Elegancia atemporal. Rosa, manzana y vainilla cálida. Perfume árabe unisex de larga duración.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
la-collection-dantiquites-1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/LaCollectionD_antiquites1910_Lattafapride-2.png?v=1759964470,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shaheen-gold,Shaheen Gold Lattafa,"<h3><b>Shaheen Gold Lattafa Pride - Fragancia Oriental Gourmand</b></h3>
<p><b>Shaheen Gold</b> de <b>Lattafa Pride</b> es una fragancia oriental gourmand que combina notas dulces y cálidas. Este Eau de Parfum presenta una composición olfativa rica en matices, ideal para quienes aprecian los aromas envolventes.</p>
<h3><b>Composición Olfativa</b></h3>
<ul>
<li>
<p><b>Notas de Salida:</b> Bayas rojas y mandarina aportan un inicio frutal y cítrico.</p>
</li>
<li>
<p><b>Notas de Corazón:</b> Vainilla, cacao y rosa crean un acorde gourmand con toques florales.</p>
</li>
<li>
<p><b>Notas de Fondo:</b> Haba tonka, ámbar, almizcle y azúcar conforman una base cálida y persistente.</p>
</li>
</ul>
<h3><b>Características del Producto</b></h3>
<ul>
<li>Familia olfativa: Oriental Gourmand</li>
<li>Concentración: Eau de Parfum</li>
<li>Perfil aromático: Notas de cacao, vainilla y frutas rojas</li>
<li>Recomendado para: Otoño e invierno, uso nocturno</li>
</ul>
<h3><b>Sobre Lattafa Pride</b></h3>
<p>Lattafa Pride es una línea de fragancias que ofrece composiciones orientales de calidad. <b>Shaheen Gold</b> forma parte de su colección gourmand, caracterizada por notas dulces y especiadas.</p>
<p><b>Contenido:</b> Eau de Parfum en presentación estándar de la marca.</p>",Lattafa,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"",Lattafa,true,Title,Default Title,,,,,,,,,0.0,shopify,5,deny,manual,36.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/ShaheenGold_Lattafapride-1.png?v=1759964084,1,"",false,Shaheen Gold Lattafa Pride - Perfume Oriental Gourmand | Nur Aromas,"Shaheen Gold de Lattafa Pride. Eau de Parfum oriental gourmand con notas de cacao, vainilla y bayas rojas. Fragancia cálida y envolvente para otoño e invierno.",,,,,,,,,,,,,,,,,,,,formal; ocasion-especial,,otono; invierno,,,,,,,kg,,,active
shaheen-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/ShaheenGoldLattafapride-2.png?v=1759964084,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nebras,"Nebras Lattafa Pride | Perfume Cacao, Vainilla y Bayas Rojas","<h3><b>Nebras Lattafa Pride: El Elixir de Cacao y Sensualidad Cálida</b></h3>
<p>Sumérgete en la rica y lujosa calidez de <b>Nebras</b> de <b>Lattafa Pride</b>, una fragancia oriental gourmand que redefine la dulzura. Este perfume es la representación olfativa de una noche acogedora y elegante: chocolate caliente frente a una chimenea crepitante, con un toque de fruta fresca para mantener la intriga. <b>Nebras</b> está diseñado para ser inolvidable, proyectando una sensualidad madura y un confort adictivo. Es la elección perfecta para quienes buscan un aroma dulce pero profundo, con una sofisticación que perdura.</p>
<h3><b>Pirámide Olfativa: Un Postre Envolvente</b></h3>
<ul>
<li>
<p><b>Notas de Salida (La Frescura Inicial):</b> El viaje comienza con un contraste vibrante y delicioso. La jugosidad de las <b>bayas rojas</b> estalla en una bienvenida ácida y dulce, complementada por el frescor cítrico y burbujeante de la <b>mandarina</b>. Esta apertura frutal asegura que el perfume no sea demasiado pesado desde el inicio.</p>
</li>
<li>
<p><b>Notas de Corazón (El Alma Gourmand):</b> El corazón es el alma indulgente y seductora de <b>Nebras</b>. La calidez cremosa de la <b>vainilla</b> se funde con la riqueza amarga y profunda del <b>fruto del cacao</b> (chocolate). Este dúo tentador está sutilmente acompañado por una nota aterciopelada de <b>rosa</b>, que añade una pincelada de elegancia floral y sensualidad, elevando el perfil de un simple postre a una sofisticada experiencia oriental.</p>
</li>
<li>
<p><b>Notas de Fondo (La Estela Persistente):</b> La base es la clave de su longevidad y calidez. Una densa capa de <b>azúcar</b> se une al dulzor similar a la cereza de la <b>haba tonka</b>. El <b>ámbar</b> aporta una resina cálida y atalcada, mientras que el <b>almizcle</b> envuelve la composición, dejando una estela suave, adictiva y profundamente reconfortante que te hará oler a un bizcocho de vainilla y chocolate recién horneado.</p>
</li>
</ul>
<h3><b>Longevidad y Ocasión de Uso</b></h3>
<p><b>Nebras</b> es conocido por su <b>excelente rendimiento</b>. Su concentración de Eau de Parfum y su base de ámbar y vainilla le otorgan una <b>longevidad superior</b> y una estela que se hace notar.</p>
<ul>
<li>
<p><b>Ocasión de Uso:</b> Ideal para las estaciones más frías, <b>Otoño e Invierno</b>, y perfecto para la <b>noche</b>. Es la fragancia insignia para eventos especiales, citas románticas o cualquier momento en el que se desee proyectar un aura de calidez, confort y magnetismo.</p>
</li>
</ul>
<h3><b>¡Envuelve tu Piel en Lujo de Cacao!</b></h3>
<p>Deja una impresión memorable con la adictiva calidez de <b>Nebras</b>. Esta fragancia de Lattafa Pride es la elección definitiva para los amantes de los aromas Gourmand con un toque elegante y moderno. <b>No esperes más para disfrutar de esta joya oriental. ¡Cómpralo ahora!</b></p>",Nur Aromas,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"",Lattafa,true,Tamaño,100 ml,,,,,,,,,0.0,shopify,8,deny,manual,32.75,,true,true,100.0,ml,1,ml,'6291108738276,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/Nebras_Lattafapride-1.png?v=1759963561,1,"",false,,"Nebras de Lattafa Pride es el Gourmand de lujo. Un exquisito aroma unisex de cacao puro, vainilla cremosa y bayas jugosas. Dulce, cálido y sensual. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
nebras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/Nebras_Lattafapride-2.png?v=1759963562,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affection,Affection Lattafa | Perfume Gourmand de Pistacho y Vainilla,"<h3><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Afecto Lattafa Pride: Perfume La Ternura Hecha</span></span></b></h3>
<p><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Affection</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> de </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Lattafa Pride</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> es la fragancia que se siente como un abrazo cálido y un postre irresistible a la vez. Olvídese de los aromas Gourmand que solo empalagan; esta es una composición sofisticada que eleva lo dulce a la categoría de lujo. Inspirado en la sensación de la seda y el sabor del helado de pistacho más fino, </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Affection</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> es una fragancia envolvente, </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">cremosa</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> y profundamente </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">adictiva</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> . Está diseñado para la persona que disfruta de los placeres sencillos pero exquisitos de la vida, proyectando un aura de confort, dulzura y magnetismo inigualable.</span></span></p>
<h3><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Pirámide Olfativa: La Receta de la Felicidad</span></span></b></h3>
<ul>
<li>
<p><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Notas de Salida (El Primer Bocado):</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> La apertura es tentadora e inusual, una invitación directa al placer. Las notas de </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">pistacho</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> tostado y </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">avellana</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> recién molida se combinan con el toque ligeramente ácido y afrutado de los </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">brotes de grosella negra</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> . Esta mezcla inicial es crujiente, dulce y verde, prometiendo una experiencia gourmand sin igual.</span></span></p>
</li>
<li>
<p><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Notas de Corazón (El Núcleo Cremoso):</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> El corazón es donde reside la magia </span></span><i><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">lactónica</span></span></i><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> y floral. Un denso acorde </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">lactónico</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> (similar a una crema suave) se entrelaza con la delicadeza del </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">lirio de los valles</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> y la sensualidad limpia del </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">jazmín</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> . Un sutil toque de </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">frambuesa</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> añade una dulzura afrutada, equilibrando la riqueza con una frescura floral ligera.</span></span></p>
</li>
<li>
<p><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Notas de Fondo (El Envolvente Final):</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> El secado es pura calidez y profundidad. El acorde </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">lactónico</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> persiste, volviéndose aún más denso y cremoso, fundiéndose con la dulzura inagotable de la </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">vainilla</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> y la riqueza tostada del </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">haba tonka</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> . El resultado es una estela aterciopelada, dulce y persistente que genera cumplidos y un deseo constante de oler más.</span></span></p>
</li>
</ul>
<h3><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Longevidad y Ocasión de Uso</span></span></b></h3>
<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Gracias a sus ricas notas de base de vainilla y haba tonka, </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Affection</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> cuenta con una </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">excelente longevidad</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> y una moderada proyección a alta.</span></span></p>
<ul>
<li>
<p><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Ocasión de Uso:</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> Es el perfume perfecto para </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">todo el año</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> . Su dulzura reconfortante brilla especialmente durante las estaciones frescas ( </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Otoño e Invierno</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> ), mientras que su faceta floral y afrutada le permite ser una elección ideal para </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Primavera</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> y el uso </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">diario</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> . Es magnífico para ocasiones informales, reuniones acogedoras y citas nocturnas donde se busca un aroma dulce y memorable.</span></span></p>
</li>
</ul>
<h3><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">¡Siente el Afecto y Cautiva!</span></span></b></h3>
<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Si buscas una fragancia </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Gourmand</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> que sea dulce sin ser infantil, </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Affection</span></span></b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;""> de Lattafa Pride es tu próxima firma olfativa. Déjate envolver por su cremosidad de pistacho y vainilla. </span></span><b><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Haz clic en ""Comprar"" y añade este dulce placer a tu colección hoy mismo.</span></span></b></p>",Nur Aromas,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"",Lattafa,true,Tamaño,100 ml,,,,,,,,,0.0,shopify,10,deny,manual,39.99,,true,true,100.0,ml,1,ml,'6290360592695,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/AffectionLattafapride-1.png?v=1759962989,1,"",false,,"Affection de Lattafa Pride: el perfume más adictivo con notas de pistacho cremoso, avellana y vainilla. Un lujo floral gourmand. ¡Pruébalo!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
affection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/AffectionLattafapride-2.png?v=1759962989,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
